SubjectID$ID	Week sample obtained$clinical	s__Bacteroides_fragilis$taxa	s__Bacteroides_ovatus$taxa	s__Bacteroides_stercoris$taxa	s__Bacteroides_uniformis$taxa	s__Bacteroides_vulgatus$taxa	s__Prevotella_copri$taxa	s__Faecalibacterium_prausnitzii$taxa	s__Eubacterium_rectale$taxa	s__Subdoligranulum_unclassified$taxa	s__Alistipes_putredinis$taxa	g__ Superoxide dismutase$gene	g__ Bacterial non-heme ferritin$gene	g__ Glutamate dehydrogenase (NAD(P)(+))$gene	g__ [Formate-C-acetyltransferase]-activating enzyme$gene	g__ Phosphopyruvate hydratase$gene	g__ Glucose-6-phosphate dehydrogenase (NADP(+))$gene	g__ Glutamate dehydrogenase$gene	g__ Glutamate decarboxylase$gene	g__ 3-hydroxybutyryl-CoA dehydrogenase$gene	g__ NADH$gene	g__ Cytochrome-c oxidase$gene	g__ Glycerol kinase$gene	g__ Glucose-1-phosphate adenylyltransferase$gene	g__ H(+)-transporting two-sector ATPase$gene	g__ Dihydrolipoyl dehydrogenase$gene	g__ 16S rRNA (cytosine(1402)-N(4))-methyltransferase$gene	g__ Dephospho-CoA kinase$gene	g__ 5-formyltetrahydrofolate cyclo-ligase$gene	g__ NADH dehydrogenase (quinone)$gene	g__ Uridine kinase$gene	g__ 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase$gene	g__ Phosphatidate cytidylyltransferase$gene	"g__  ;  Q06996, L_SENDF$gene"	g__ Beta-lactamase$gene	g__ RNA helicase$gene	g__ Protein-N(pi)-phosphohistidine--sugar phosphotransferase$gene	g__ DNA-directed RNA polymerase$gene	g__ DNA helicase$gene	g__ Phosphoenolpyruvate carboxykinase (ATP)$gene	g__ Glycerate 3-kinase$gene	"g__ Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)$gene"	g__ Hydroxylamine reductase$gene	g__ Pyridoxal 5'-phosphate synthase$gene	g__ PreQ(1) synthase$gene	g__ Beta-ketoacyl-[acyl-carrier-protein] synthase II$gene	g__ Endopeptidase Clp$gene	g__ Aldose 1-epimerase$gene	"g__ Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)$gene"	g__ 3-methyl-2-oxobutanoate hydroxymethyltransferase$gene	g__ Transaldolase$gene	g__ Peptidylprolyl isomerase$gene	g__ Shikimate kinase$gene	g__ Peroxiredoxin$gene	"g__ Ubiquinol oxidase (electrogenic, non H(+)-transporting)$gene"	g__ Methionyl aminopeptidase$gene	g__ Thymidylate synthase$gene	g__ Serine O-acetyltransferase$gene	g__ 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase$gene	g__ Orotidine-5'-phosphate decarboxylase$gene	g__ S-ribosylhomocysteine lyase$gene	g__ Acetyl-CoA C-acetyltransferase$gene	g__ Fe(3+)-transporting ATPase$gene	g__ Pyruvate carboxylase$gene	g__ Pyridoxine 5'-phosphate synthase$gene	g__ Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)$gene	g__ Enoyl-CoA hydratase$gene	g__ 3-hydroxyacyl-CoA dehydrogenase$gene	g__ 3-hydroxybutyryl-CoA dehydratase$gene	g__ Dihydroorotate dehydrogenase (quinone)$gene	g__ Ribulose-phosphate 3-epimerase$gene	g__ Adenosylmethionine--8-amino-7-oxononanoate transaminase$gene	g__ Histidine kinase$gene	g__ Phosphoglycerate kinase$gene	"g__ 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase$gene"	g__ L-lactate dehydrogenase$gene	g__ Ribulose-bisphosphate carboxylase$gene	g__ Fructose-bisphosphate aldolase$gene	g__ 3-hydroxyacyl-[acyl-carrier-protein] dehydratase$gene	g__ L-serine ammonia-lyase$gene	g__ Aspartate ammonia-lyase$gene	g__ Triose-phosphate isomerase$gene	g__ Methylaspartate mutase$gene	g__ Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)$gene	m__NH4_C54:5 TAG$metabolite	m__NH4_C54:4 TAG$metabolite	m__NH4_C54:3 TAG$metabolite	m__valine$metabolite	m__isoleucine$metabolite	m__spermidine$metabolite	m__2-deoxyadenosine$metabolite	m__methylimidazole acetic acid$metabolite	m__phytosphingosine$metabolite	m__linoleate$metabolite	m__oleate$metabolite	m__cholate$metabolite	m__NH4_C36:4 DAG$metabolite	m__oxalate$metabolite	m__urate$metabolite	m__aminoisobutyric acid/GABA$metabolite	m__butyrobetaine$metabolite	m__NH4_C54:6 TAG$metabolite	m__citrulline$metabolite	m__arachidonate$metabolite	m__NH4_C36:3 DAG$metabolite	m__NH4_C52:3 TAG$metabolite	m__NH4_C52:2 TAG$metabolite	m__atenolol$metabolite	m__pentadecanoate$metabolite	m__deoxycholate$metabolite	m__NH4_C36:2 DAG$metabolite	m__metformin$metabolite	m__lithocholate$metabolite	m__sphingosine-isomer2$metabolite	m__alanylalanine$metabolite	m__taurocholate$metabolite	m__NH4_C52:4 TAG$metabolite	m__C16:0 LPC$metabolite	m__C18:0 LPC$metabolite	m__phenyllactate$metabolite	m__C54:3 TAG$metabolite	m__palmitate$metabolite	m__taurochenodeoxycholate$metabolite	m__glycochenodeoxycholate$metabolite	m__glycocholate$metabolite	m__alloisoleucine$metabolite	m__threosphingosine$metabolite	m__NH4_C34:2 DAG$metabolite	m__NH4_C34:1 DAG$metabolite	m__alpha-linolenate$metabolite	m__dodecanoate$metabolite	m__C36:3 DAG$metabolite	m__sphinganine$metabolite	m__C54:5 TAG$metabolite	m__C54:4 TAG$metabolite	m__oleanate$metabolite	m__adenosine$metabolite
21	10	0	0.471998069	0	1.133488292	1.063771366	0	0.011604679	0.959878732	1.662630167	0.042852516	0.089885286	0.14234553	0.005574655	0.04514124	0.140303173	0.020133164	0.107075883	0.003812218	0.004219518	0.007895276	0.024177476	0.014332402	0.048031914	0.192724278	0.031259912	0.051723406	0.022600922	0.02580935	0.045467638	0.018550972	0.025703948	0.044300796	0.000882289	0.020287956	0.000897693	0.001789285	0.174613978	0.314030604	0.532693623	0.009203858	0.014574108	0.000946068	0.000737636	0.006028312	0.068157162	0.079897331	0.062789787	0.014918808	0.016772414	0.029411042	0.262190399	0.058742268	0.002937756	0	0.150872045	0.036054198	0.005764878	0.033211938	0.022273974	0.002955056	0.008698714	6.03E-05	0.012096489	0.008940684	0.009473977	0.000204418	0.000101664	0.000388536	0.014494377	0.039461444	0.006875752	0.017498896	0.088981889	0.042366457	0.004021079	0	0.031075323	0.019926619	0.002221548	0.008709743	0.06053836	0.123577447	0.014261546	0.023001822	0.019989998	0.012869001	3.25924287	2.615918495	0.097251337	0.256050331	0	0.199702881	0.207940704	0.157922506	0.166247426	0.017274963	0.013101496	0.939889415	0.061706623	0.051655343	0.019816845	0.043588149	0.047733091	0.017701005	0.010751695	0.005648979	0.004088541	0	0.102239926	0.011868608	3.94E-05	0.017868234	0.060581644	0.083356225	0.050655375	0.012678188	0.054617921	0.030100374	0.006287048	0.016913283	0.049948922	0.071345567	0.022771586	0.022249919	0.000198577	0.016094091	0.005502923	0.002948991	0.028789256	0.006011263	0.013056854	0.006830858	0.023510872	0.020639936	0.009071583	0.071322235
21	11	0	0.494002829	0	1.34323185	1.119354808	0	0.006686761	1.296271014	1.719886917	0.036381551	0.086805808	0.141248151	0.006244633	0.04602689	0.139363153	0.018315037	0.102588595	0.003523389	0.004317402	0.00731475	0.023074654	0.015487738	0.047926151	0.193356397	0.03035559	0.050994873	0.022812558	0.025794087	0.043918932	0.018345813	0.025511472	0.044906926	0.000913784	0.018942322	0.000893689	0.001783697	0.172344357	0.310162895	0.576318811	0.009223298	0.013762704	0.000948668	0.000676977	0.005684125	0.067904994	0.080340904	0.06106594	0.01422992	0.017768057	0.028836844	0.264578028	0.057865402	0.002496781	0	0.150831367	0.038134595	0.005585166	0.033813577	0.022101759	0.002709201	0.009050421	6.30E-05	0.012103805	0.008486638	0.008226395	0.000178788	9.30E-05	0.000359919	0.01406751	0.039417135	0.007243899	0.017180918	0.088721795	0.041535722	0.003952006	0	0.029357993	0.02005665	0.002220587	0.008264874	0.060189687	0.123242978	0.01422135	0.022887463	0.020006824	0.013050738	2.877677491	2.676807927	0	0.276161486	0.465730881	0.181603801	0.204528439	0.153396835	0.155232397	0.013641426	0.012600622	0.964484519	0.059451697	0.050830665	0.019270797	0.041116086	0.047712278	0.016114247	0.010702024	0.00577369	0.003819214	0	0.097908211	0.011658662	3.91E-05	0.01847365	0.056003821	0.085909027	0.047872254	0.012207409	0.055694123	0.030930134	0.006057046	0.01696867	0.048460097	0.067730218	0.021634567	0.021052546	0.000198957	0.015479244	0.00432515	0.00270787	0.028599149	0.006923253	0.012553841	0.007471825	0.023285475	0.020554698	0.009133187	0.067973752
21	12	0	0.469045794	0	1.3564157	1.054467673	0	0.003452086	1.393402212	1.648938133	0.02837159	0.082722202	0.139451085	0.006957334	0.046943507	0.137565859	0.016574241	0.098588537	0.0032662	0.004369435	0.006922345	0.022096601	0.01673144	0.047414765	0.193713205	0.029422051	0.050193831	0.022914445	0.025625224	0.042958628	0.018194198	0.025296467	0.045647109	0.000936803	0.017850078	0.000888667	0.001759681	0.169762903	0.305738573	0.617494471	0.009248112	0.013044337	0.000957748	0.00061142	0.005433345	0.067607685	0.081340151	0.060418793	0.013488766	0.019043258	0.028057642	0.266572626	0.056647244	0.002123653	0	0.150837783	0.040462979	0.005402812	0.034347346	0.021888888	0.002527031	0.009309654	6.49E-05	0.012037439	0.008106511	0.007318232	0.000153701	8.11E-05	0.000328373	0.013829746	0.039553462	0.007546726	0.016809957	0.088812557	0.040732599	0.003858076	0	0.027860427	0.020161607	0.002207954	0.007970135	0.059706599	0.121446232	0.014191514	0.022384901	0.019694395	0.013013699	2.463912544	2.553607346	0	0.298478347	1.112427185	0.17216356	0.198281493	0.147097513	0.141811999	0.00984477	0.011981741	0.929927145	0.056434022	0.049349099	0.018390629	0.041320926	0.047220586	0.014295436	0.010477353	0.005810685	0.003489532	0.012262229	0.093132525	0.011272221	3.85E-05	0.019105706	0.050746333	0.087563832	0.044248165	0.011529531	0.056152271	0.031408876	0.005747027	0.016753446	0.04655072	0.06288559	0.020125191	0.019485683	0.000198415	0.014678688	0.003099048	0.002435009	0.028042873	0.007744025	0.011867707	0.008067849	0.02268542	0.020147777	0.009056477	0.063717985
21	13	0	0.445776098	0	1.292641085	0.978144403	0	0.002182013	1.320030834	1.534826961	0.022602142	0.077855975	0.137148525	0.007704905	0.047908265	0.135099546	0.014966945	0.095161964	0.00304108	0.004382916	0.006702046	0.021248735	0.018058092	0.046567969	0.193910066	0.028483209	0.049357145	0.022928462	0.025334958	0.042543008	0.018101467	0.025075609	0.046522493	0.000952673	0.017006445	0.000883284	0.001720297	0.167011188	0.300956217	0.651171902	0.009279896	0.012423464	0.000973044	0.000543472	0.005272546	0.067318209	0.082879882	0.060761291	0.012721454	0.020567117	0.027121809	0.268340187	0.055178502	0.00181819	0	0.150978066	0.043008389	0.005221575	0.034833766	0.021653061	0.00240514	0.009489448	6.60E-05	0.011913437	0.007800917	0.006719933	0.000129403	6.68E-05	0.000295429	0.013772667	0.039873006	0.007793038	0.016404558	0.089258864	0.039978393	0.003744603	0	0.026580627	0.020252682	0.002186342	0.007814197	0.059137335	0.118412671	0.014179909	0.021851307	0.019358649	0.012954256	2.075230904	2.329428642	0	0.324465333	1.844555388	0.171596303	0.192264501	0.141300196	0.128419073	0.006216832	0.011426201	0.861745065	0.053542803	0.047970453	0.017491489	0.044275756	0.046926772	0.012555274	0.010243874	0.005845741	0.00315977	0.025790506	0.089254585	0.010904978	3.81E-05	0.019984594	0.045681863	0.089497441	0.040542904	0.010845178	0.05677218	0.031968492	0.005447269	0.016523899	0.044913393	0.05788933	0.018584146	0.017883154	0.00019957	0.013921924	0.001930745	0.002181568	0.0275363	0.008562437	0.011213855	0.008713708	0.022072212	0.019733595	0.008977525	0.05958059
21	14	0	0.43395955	0	1.209080825	0.921642031	0	0.002221726	1.159491085	1.413744272	0.018991135	0.072380827	0.134468949	0.008477939	0.048920406	0.13208663	0.01354012	0.092351887	0.002846991	0.004363055	0.006635893	0.020526958	0.019457675	0.045432678	0.193980957	0.027549363	0.048499359	0.022866357	0.024943512	0.042613873	0.018065637	0.024854678	0.047517436	0.000962303	0.016399621	0.000877817	0.00166771	0.164154831	0.295878672	0.676208942	0.009316537	0.01189885	0.000993957	0.000475244	0.005196398	0.067060746	0.084916751	0.061988758	0.011947012	0.022304736	0.026063454	0.269936434	0.053522064	0.001579294	0	0.151276912	0.045728312	0.005042724	0.035279412	0.02140234	0.002339302	0.009598656	6.64E-05	0.011742215	0.007567143	0.006400286	0.000106047	5.07E-05	0.000262407	0.013883206	0.040363532	0.007988444	0.015975405	0.090031553	0.03927674	0.003614996	0	0.025504756	0.020332714	0.002157424	0.007783185	0.058503831	0.114304272	0.014188567	0.021349163	0.019050984	0.012906127	1.724696592	2.047803693	0	0.352890403	2.593210793	0.177973546	0.186894071	0.136271137	0.115294248	0.00283957	0.010949166	0.771676165	0.050875142	0.046798907	0.016630428	0.049646786	0.046907381	0.010965623	0.010030368	0.00589398	0.002836232	0.040220541	0.086338913	0.010599606	3.80E-05	0.02112387	0.04088813	0.091870964	0.036847806	0.010189143	0.057661398	0.032671858	0.005167269	0.016321764	0.043611833	0.052877967	0.017052868	0.016285373	0.000202626	0.013232304	0.000846719	0.001959425	0.027132607	0.00939901	0.010637479	0.009425862	0.021506311	0.019363702	0.008917951	0.055664468
21	15	0	0.43045754	0	1.122993594	0.887247254	0	0.003098632	0.960736916	1.297669595	0.016855544	0.066446601	0.131506175	0.009265653	0.049968962	0.128614308	0.012337874	0.090183683	0.002682442	0.004313803	0.006705728	0.019923366	0.020916843	0.044042938	0.193915841	0.026624403	0.047623782	0.022734152	0.024464554	0.043107729	0.018081144	0.024633839	0.048607094	0.000966336	0.016015782	0.000872342	0.001603583	0.161220965	0.290499595	0.693307844	0.009353942	0.01146716	0.001019719	0.000408695	0.005199039	0.066844493	0.087393108	0.063990543	0.011181317	0.024218647	0.024909375	0.271356087	0.051726461	0.001405913	0	0.151726449	0.048572603	0.004866375	0.035682828	0.021139798	0.00232519	0.009643443	6.63E-05	0.011531097	0.007401264	0.00632889	8.38E-05	3.35E-05	0.000230543	0.014146558	0.041005343	0.008136424	0.015529246	0.091084405	0.03862276	0.003471678	0	0.024614655	0.020399969	0.002122317	0.007862533	0.057814239	0.109247401	0.0142165	0.020932173	0.018816426	0.012899852	1.422818334	1.744885939	0	0.382898936	3.300599891	0.189778622	0.18252345	0.132234065	0.102553175	0	0.010562771	0.66910501	0.048503536	0.04592585	0.015853664	0.057249147	0.047240003	0.009584894	0.009861901	0.005969963	0.002522103	0.055667091	0.084449038	0.010394851	3.83E-05	0.022553418	0.036404117	0.09486358	0.033214826	0.009588692	0.058933117	0.03358628	0.004913869	0.016184102	0.042703328	0.047932549	0.015556301	0.014715651	0.000207857	0.012627255	0	0.001778795	0.02687972	0.010279872	0.010177958	0.010227312	0.021039548	0.019083296	0.008897477	0.05203661
21	16	0	0.433609277	0	1.04481774	0.877348503	0	0.004553757	0.75210414	1.193623794	0.015790742	0.060201774	0.128354062	0.010057278	0.05104355	0.124768907	0.011405943	0.088688718	0.002546258	0.00423895	0.006894548	0.01943143	0.022422463	0.042431901	0.193706466	0.02571296	0.046734553	0.022537699	0.023911544	0.043964919	0.01814305	0.024413674	0.049767706	0.000965384	0.01584308	0.00086695	0.001529534	0.158239227	0.284816753	0.703128213	0.009388177	0.011126035	0.001049608	0.000345803	0.005275258	0.066679776	0.090254946	0.06666231	0.010440591	0.026272482	0.023686248	0.272595732	0.049840185	0.001297525	0	0.152321676	0.051491953	0.004692791	0.036042602	0.02086878	0.0023589	0.009629594	6.57E-05	0.011287298	0.007300008	0.006477422	6.27E-05	1.56E-05	0.00020108	0.014549163	0.041780219	0.008240153	0.01507303	0.092374304	0.038012709	0.003317062	0	0.023894269	0.020452891	0.002082128	0.008038629	0.057077297	0.103364318	0.014263033	0.020647958	0.018695593	0.012963795	1.179344418	1.451735135	0	0.413888717	3.913758702	0.205856624	0.179463334	0.129388946	0.090200023	0	0.010277491	0.561515646	0.046481736	0.045435941	0.015199904	0.067058518	0.048007832	0.008466272	0.009761142	0.006088259	0.002217808	0.072399482	0.083660406	0.010328848	3.90E-05	0.024322038	0.032237971	0.098679181	0.029660252	0.009065755	0.060711046	0.034786137	0.004691759	0.016144827	0.042244646	0.043083664	0.014104567	0.01318183	0.00021562	0.012119836	0	0.001649677	0.026822721	0.011236931	0.009872853	0.011148498	0.020717989	0.018933523	0.008934735	0.048734236
21	17	0	0.442722206	0	0.981739738	0.895331512	0	0.006458342	0.55087896	1.106248472	0.01556368	0.053794797	0.125107128	0.010841963	0.052134147	0.120636592	0.010791801	0.087903585	0.002437511	0.004142179	0.007186179	0.019045706	0.023961455	0.040632184	0.193345841	0.02482031	0.045836503	0.022282724	0.023297852	0.045128511	0.018246895	0.024195091	0.050976192	0.000960032	0.015871235	0.00086174	0.001447153	0.155241462	0.278831108	0.706285293	0.009415402	0.010873909	0.001082929	0.00028858	0.005420344	0.066577898	0.093450819	0.069904166	0.009741459	0.028430487	0.022420833	0.273653251	0.047912037	0.001254052	0	0.153059838	0.05443732	0.004522365	0.036357309	0.020592871	0.002436851	0.009562608	6.46E-05	0.011017997	0.007260625	0.00681908	4.30E-05	0	0.000175281	0.015078385	0.042671012	0.008302568	0.014613914	0.093860336	0.037443745	0.003153567	0	0.023329178	0.020490037	0.002037963	0.008298555	0.056302248	0.096774689	0.014327734	0.020564642	0.018748358	0.013140329	1.006522971	1.198809927	0	0.445853511	4.381339757	0.225583237	0.178206979	0.128077308	0.07822603	0	0.010114935	0.455642847	0.044901368	0.04546555	0.014720935	0.079312205	0.049360905	0.007676211	0.009761028	0.006271313	0.001923468	0.090952986	0.084168558	0.010455131	4.01E-05	0.026530862	0.028406293	0.103672876	0.026197261	0.008649235	0.063207313	0.036397669	0.004509056	0.016255008	0.042346266	0.038358886	0.012708706	0.011690809	0.000226646	0.011733529	0	0.001585395	0.0270372	0.012322494	0.009773828	0.012242578	0.020608704	0.018975759	0.00905853	0.045822098
21	18	0	0.457882937	0	0.939995325	0.94659037	0	0.008774295	0.368889953	1.039578809	0.016060347	0.047374225	0.12185851	0.01160844	0.053229784	0.116301503	0.010544542	0.087867692	0.002355434	0.004027018	0.007564865	0.018761226	0.025520116	0.038675352	0.192823746	0.023951791	0.044934098	0.021974412	0.022636377	0.046542432	0.01838818	0.02397876	0.05220872	0.000950833	0.016090868	0.000856804	0.001357988	0.152258296	0.272540349	0.703345702	0.009431617	0.010709643	0.001118983	0.000239081	0.005629853	0.066549614	0.09692893	0.073617604	0.009100828	0.030656477	0.021139708	0.274521559	0.045990452	0.001275762	0	0.153936681	0.057358238	0.004355503	0.036624695	0.020315437	0.002555657	0.009447573	6.31E-05	0.010730152	0.007280623	0.007327992	2.48E-05	0	0.000154429	0.015721938	0.043660386	0.00832624	0.014158983	0.095501029	0.036912958	0.002983567	0	0.022905734	0.020509602	0.001990889	0.008629689	0.055497622	0.089594934	0.014410059	0.020760529	0.019044318	0.013479383	0.920564943	1.018307871	0	0.479007657	4.64094517	0.24869026	0.179329948	0.128713224	0.066498755	0	0.010101675	0.357471959	0.043859196	0.046180734	0.014474135	0.094541152	0.05149661	0.007299059	0.009900168	0.006547144	0.001636232	0.112184128	0.086251227	0.010842092	4.20E-05	0.02933227	0.024902231	0.110319271	0.022801311	0.008370162	0.066701119	0.038587568	0.004373713	0.016574673	0.043152033	0.033733753	0.011365479	0.010233409	0.000241976	0.01149385	0	0.001603719	0.027615213	0.013607724	0.009946365	0.013585148	0.020789483	0.019282408	0.009303558	0.043350811
21	19	0	0.480003618	0	0.926748014	1.040031233	0	0.011542314	0.216153684	0.99848461	0.017266188	0.04109017	0.118700201	0.012344813	0.054318013	0.111846214	0.010714916	0.088622337	0.002299375	0.003896872	0.00801497	0.018573255	0.027083699	0.036592223	0.192125536	0.023112728	0.044031254	0.021617374	0.021939597	0.048150331	0.018562166	0.02376497	0.053440033	0.000938301	0.016493121	0.000852218	0.001263565	0.149318586	0.265937796	0.694833483	0.009432575	0.010632381	0.001157047	0.00019941	0.005899456	0.066604715	0.10063551	0.077703451	0.008535963	0.032913089	0.019869466	0.275186814	0.044123748	0.00136321	0	0.154945192	0.0602018	0.004192607	0.036841438	0.020039544	0.00271203	0.009289199	6.13E-05	0.010430535	0.007357646	0.007978752	8.39E-06	0	0.000139839	0.016467515	0.044730213	0.008313377	0.013715238	0.097253099	0.0364171	0.002809416	0	0.022610696	0.020509277	0.001941939	0.00901945	0.054671016	0.081939707	0.014509228	0.021158122	0.019508811	0.01392805	0.938620431	0.942968582	0.090914514	0.509346026	4.563101633	0.272918094	0.182047845	0.130755537	0.054284935	0	0.010188334	0.271043712	0.043110377	0.047405744	0.014411724	0.112737585	0.054234446	0.007397867	0.010143553	0.006895469	0.001338598	0.136262053	0.089569876	0.011489842	4.44E-05	0.032680959	0.02151931	0.118287621	0.019242796	0.008198753	0.070983589	0.041240899	0.004258873	0.017038063	0.044490698	0.028881866	0.009972177	0.008708942	0.000260945	0.011337298	0	0.001716975	0.028439624	0.015065597	0.010396368	0.015158562	0.02118293	0.019781601	0.009634354	0.041020091
21	20	0	0.510841082	0	0.951123085	1.189221479	0	0.014886829	0.102703178	0.989242965	0.01926395	0.035097998	0.115730738	0.013039187	0.05538794	0.10735921	0.011355934	0.090215375	0.002268902	0.003755297	0.008521237	0.018478248	0.028637811	0.034415457	0.191243459	0.022309836	0.043133971	0.021217007	0.021221016	0.049897694	0.01876488	0.023555026	0.054646333	0.000922982	0.017070351	0.000848098	0.001165476	0.146458444	0.25902846	0.681280684	0.009414314	0.010642075	0.001196433	0.000171743	0.006225182	0.066755911	0.104519905	0.08206509	0.008065067	0.035163286	0.018638123	0.275644564	0.042363099	0.001517245	0	0.156084422	0.062915725	0.004034331	0.037005313	0.019769159	0.002902871	0.009092451	5.92E-05	0.010126412	0.007489826	0.008746518	0	0	0.000132865	0.017303527	0.045863922	0.00826636	0.013290468	0.099076608	0.035954676	0.002633638	0	0.022432328	0.02048745	0.001892236	0.009455656	0.053832412	0.073928367	0.014625046	0.021404764	0.01980791	0.01424297	1.069991101	1.001743177	0.486202687	0.524788958	3.951187452	0.291446075	0.183210667	0.131980399	0.04053614	0	0.010195653	0.201637651	0.041891932	0.048338222	0.014315728	0.131959631	0.056627314	0.007980545	0.010322933	0.007198665	0.001005343	0.16091311	0.092577992	0.012247604	4.66E-05	0.036022313	0.01789985	0.125504424	0.015154385	0.008013685	0.074818367	0.04364038	0.004087202	0.017350355	0.045597853	0.023254165	0.008341121	0.00695181	0.000279043	0.011063	0	0.001919702	0.029008214	0.016431745	0.011002242	0.01670715	0.021437076	0.020139404	0.009883691	0.03808312
21	21	0	0.549578719	0	1.012024948	1.395777026	0	0.018914833	0.02692145	1.007747444	0.022110135	0.029556642	0.113050035	0.013679136	0.05642783	0.102930033	0.012522327	0.092696878	0.002263671	0.003605845	0.009068315	0.018472892	0.030167256	0.032178003	0.190168034	0.021550103	0.042248298	0.020778565	0.020494215	0.051729338	0.018992239	0.023350162	0.055802844	0.000905413	0.01781522	0.000844555	0.001065337	0.143714393	0.251816714	0.663203329	0.009372724	0.01073892	0.001236435	0.000158322	0.006603098	0.067015829	0.108529895	0.086604462	0.00770688	0.037368861	0.017474256	0.275887557	0.040760614	0.001738905	0	0.157352477	0.065445688	0.00388137	0.037113585	0.019508245	0.003125111	0.00886218	5.69E-05	0.009825103	0.007675394	0.009606441	0	0	0.000134899	0.018218271	0.047044415	0.008187417	0.012892615	0.100930415	0.035524211	0.002458804	0	0.022359167	0.02044229	0.001842909	0.009926025	0.052991703	0.065681652	0.014757244	0.021707616	0.020120446	0.014543622	1.288307919	1.165821531	0.935622053	0.528410093	3.073596609	0.304469812	0.184481528	0.133623738	0.025902958	0	0.010214555	0.161584249	0.040607836	0.049420575	0.014359944	0.152884507	0.059118883	0.009270826	0.01053741	0.00751643	0.000653156	0.187002694	0.096052684	0.013265269	4.90E-05	0.03960527	0.014336385	0.132885898	0.01075536	0.00791982	0.07877513	0.046114661	0.003897243	0.017662808	0.046871014	0.017171967	0.006579309	0.005060151	0.000298331	0.010776037	0	0.002253499	0.029560531	0.017813137	0.011919528	0.018347954	0.021760627	0.020541844	0.010135012	0.034935136
21	22	0	0.576388483	0	1.070195573	1.60338423	0	0.022994184	0	1.013711043	0.025095247	0.024629337	0.11075965	0.014251634	0.057424928	0.098649755	0.014270396	0.096118469	0.002283398	0.00345209	0.009640601	0.018553979	0.031655858	0.029913373	0.188887865	0.020840789	0.041380316	0.020307193	0.01977293	0.053588863	0.019239971	0.023151511	0.056883576	0.000886124	0.018720456	0.000841697	0.00096479	0.141123339	0.244306391	0.641107576	0.009303525	0.010923268	0.001276316	0.000161451	0.00702922	0.067396881	0.112610958	0.091221029	0.007480702	0.03949009	0.016407126	0.275905389	0.039369509	0.00202936	0	0.158746089	0.067734937	0.003734464	0.037162974	0.01926075	0.003375653	0.008603172	5.45E-05	0.009534011	0.007912608	0.010533402	0	0	0.00014737	0.019199734	0.048253807	0.00807865	0.012529796	0.102771672	0.03512417	0.002287546	0	0.022379839	0.020371723	0.001795099	0.010418046	0.052158696	0.057322774	0.014905429	0.021782207	0.020169471	0.014620537	1.495826328	1.31932699	1.269472072	0.513388435	2.357814132	0.305933213	0.18332514	0.133882215	0.010331488	0	0.010102291	0.155740839	0.03872451	0.049976029	0.014392399	0.172823391	0.060821103	0.011293685	0.010647876	0.007739625	0.00028112	0.211319993	0.098595179	0.014399188	5.07E-05	0.042799896	0.010765402	0.138370501	0.005986817	0.007841491	0.081655442	0.047958772	0.003637025	0.017726681	0.047645257	0.01052003	0.004630493	0.003002565	0.000314192	0.010332947	0	0.002711547	0.029665545	0.018921114	0.013040252	0.019791699	0.021869381	0.020710149	0.010242682	0.031148569
21	23	0	0.590275819	0	1.120470731	1.79394442	0	0.026943741	0	1.003959736	0.028163814	0.020484302	0.108963893	0.014743123	0.058365821	0.09461222	0.016657838	0.100533379	0.002327853	0.003297687	0.010222192	0.018718456	0.033086598	0.027656147	0.187391236	0.020189608	0.040536507	0.019808162	0.019071294	0.055418674	0.01950371	0.022960292	0.057861643	0.000865653	0.019778794	0.000839636	0.000865533	0.138723803	0.236503205	0.615501411	0.009202341	0.011195629	0.00131532	0.000183502	0.007499489	0.06791172	0.116706625	0.095811715	0.007406441	0.041485828	0.015466911	0.275686734	0.038244548	0.002389862	0	0.160261641	0.069724637	0.003594427	0.037149962	0.019030772	0.003651351	0.008320269	5.20E-05	0.009260737	0.008199752	0.011501868	0	0	0.000171742	0.020235586	0.049473631	0.007942134	0.012210426	0.104556326	0.034753208	0.002122592	0	0.022483085	0.020273595	0.001749978	0.010918958	0.051343579	0.048978895	0.015069181	0.021565336	0.019884498	0.014412326	1.653972401	1.421442062	1.431371033	0.479536099	1.94487451	0.294803848	0.17915747	0.132314037	0	0	0.009825418	0.182833924	0.036202015	0.049814399	0.014406414	0.189837788	0.061388178	0.01407873	0.010619548	0.007828031	0	0.231610293	0.099685408	0.015594398	5.16E-05	0.045255448	0.007407971	0.141053643	0.001092902	0.007786639	0.082960783	0.048871404	0.003305268	0.017473797	0.047705327	0.003629057	0.002584943	0.000882773	0.000324445	0.00971887	5.38E-05	0.003290142	0.029194014	0.019608112	0.014330706	0.020880852	0.021699221	0.020571043	0.010161814	0.026807356
